monitor_rate,lstm_mean,lstm_std,dcrnn_mean,dcrnn_std,dclstm_mean,dclstm_std
"90",139.1128271,0.156675207,117.4193294,0.2018174751,117.1926639,0.2157932743
"70",111.255499,0.1240297517,107.3241154,0.3153483581,97.41078293,0.07646900554
"50",103.4069194,0.06895416862,101.7588281,0.1007719637,93.89743195,0.07138377547
"30",97.71708038,0.08984279598,96.19181641,0.0651275597,92.27806076,0.05268532769
"10",92.27668198,0.05028390357,91.47625565,0.03672896746,91.3046991,0.03407077473
