monitor_rate,10,30,50,70,90
LSTM,0.05028390357,0.08984279598,0.06895416862,0.1240297517,0.156675207
DCRNN,0.03672896746,0.0651275597,0.1007719637,0.3153483581,0.2018174751
DCLSTM,0.03407077473,0.05268532769,0.07138377547,0.07646900554,0.2157932743
