monitor_rate,10,30,50,70,90
LSTM,92.27668198,97.71708038,103.4069194,111.255499,139.1128271
DCRNN,91.47625565,96.19181641,101.7588281,107.3241154,117.4193294
DCLSTM,91.3046991,92.27806076,93.89743195,97.41078293,117.1926639
